,date,capacity,turnover,open,high,low,close,change,transaction
717,2015-12-03,1140763,27442866,24.3,24.35,23.7,23.75,-0.7,566
718,2015-12-04,837651,19702544,23.6,23.85,23.3,23.75,0.0,500
719,2015-12-07,445059,10615279,23.9,23.95,23.75,23.75,0.0,276
720,2015-12-08,235410,5572395,23.8,23.8,23.55,23.55,-0.2,174
721,2015-12-09,639792,14824216,23.5,23.55,22.95,23.0,-0.55,401
722,2015-12-10,568082,12974723,22.95,23.3,22.55,23.3,0.3,330
723,2015-12-11,594035,13628843,23.25,23.25,22.8,22.8,-0.5,367
724,2015-12-14,396961,8932114,22.5,22.7,22.35,22.4,-0.4,253
725,2015-12-15,471981,10716262,22.4,22.95,22.35,22.65,0.25,249
726,2015-12-16,368123,8432861,22.7,23.15,22.55,23.0,0.35,258
727,2015-12-17,363256,8377800,23.0,23.35,22.85,22.9,-0.1,239
728,2015-12-18,355736,8197709,22.9,23.2,22.85,23.2,0.3,285
729,2015-12-21,247167,5739483,23.05,23.4,23.05,23.3,0.1,179
730,2015-12-22,343945,7961480,23.3,23.45,22.95,23.05,-0.25,196
731,2015-12-23,253650,5823772,23.05,23.2,22.9,22.9,-0.15,181
732,2015-12-24,195414,4489038,22.9,23.1,22.9,23.0,0.1,135
733,2015-12-25,509608,11765884,23.0,23.4,22.9,22.95,-0.05,207
734,2015-12-28,358004,8266262,23.0,23.2,22.95,23.0,0.05,192
735,2015-12-29,318205,7288166,23.0,23.1,22.8,22.8,-0.2,180
736,2015-12-30,206215,4723643,22.95,23.1,22.8,22.8,0.0,135
737,2015-12-31,265265,6100509,23.0,23.15,22.8,23.0,0.2,147
738,2016-01-04,395838,9145344,23.3,23.3,22.85,23.1,0.1,256
739,2016-01-05,301451,6876556,23.1,23.1,22.6,22.65,-0.45,179
740,2016-01-06,558658,12502166,22.75,22.75,22.2,22.25,-0.4,287
741,2016-01-07,664322,14568969,22.5,22.5,21.7,21.85,-0.4,415
742,2016-01-08,542778,11975443,21.8,22.4,21.65,22.3,0.45,219
743,2016-01-11,658606,14585837,22.4,22.4,21.9,22.1,-0.2,218
744,2016-01-12,372521,8237586,22.2,22.35,21.9,21.95,-0.15,205
745,2016-01-13,162409,3603355,22.0,22.3,22.0,22.15,0.2,116
746,2016-01-14,538887,11813145,22.1,22.1,21.8,21.85,-0.3,235
747,2016-01-15,261707,5750836,22.0,22.1,21.85,21.9,0.05,165
748,2016-01-18,444416,9797059,21.85,22.35,21.75,22.3,0.4,332
749,2016-01-19,488363,10746086,22.3,22.3,21.9,22.0,-0.3,333
750,2016-01-20,302442,6593057,22.0,22.0,21.65,21.7,-0.3,178
751,2016-01-21,309415,6660308,21.7,21.7,21.4,21.6,-0.1,171
752,2016-01-22,205893,4436438,21.6,21.65,21.4,21.55,-0.05,160
753,2016-01-25,255304,5580752,21.75,22.0,21.7,21.9,0.35,192
754,2016-01-26,116341,2529327,21.8,21.8,21.7,21.75,-0.15,92
755,2016-01-27,210310,4597219,21.9,22.0,21.7,21.7,-0.05,134
756,2016-01-28,200291,4378868,21.7,21.95,21.7,21.9,0.2,149
757,2016-01-29,353732,7792755,21.9,22.2,21.85,22.1,0.2,207
758,2016-01-30,261192,5817755,22.2,22.4,22.15,22.3,0.2,167
759,2016-02-01,594242,13168916,22.45,22.45,21.95,22.3,0.0,297
760,2016-02-02,372125,8240128,22.4,22.4,22.0,22.2,-0.1,210
761,2016-02-03,374173,8298736,22.2,22.35,22.0,22.2,0.0,191
762,2016-02-15,256037,5671862,22.05,22.3,22.0,22.2,0.0,171
763,2016-02-16,456347,10144425,22.15,22.35,22.15,22.3,0.1,326
764,2016-02-17,589601,13044577,22.35,22.35,21.95,22.05,-0.25,348
765,2016-02-18,315707,7005456,22.2,22.3,22.1,22.2,0.15,208
766,2016-02-19,625229,13964149,22.25,22.5,22.15,22.5,0.3,441
767,2016-02-22,458274,10299503,22.4,22.55,22.4,22.5,0.0,252
768,2016-02-23,624544,14101632,22.55,22.7,22.45,22.5,0.0,346
769,2016-02-24,625830,14188782,22.45,22.8,22.45,22.65,0.15,317
770,2016-02-25,714266,16445156,22.75,23.4,22.75,22.8,0.15,365
771,2016-02-26,589751,13479867,23.0,23.1,22.75,22.8,0.0,263
772,2016-03-01,342497,7859073,22.95,23.1,22.8,22.95,0.15,223
773,2016-03-02,542188,12462736,23.2,23.2,22.9,22.9,-0.05,273
774,2016-03-03,880736,20397670,22.9,23.4,22.9,23.35,0.45,398
775,2016-03-04,690560,16128087,23.35,23.5,23.15,23.4,0.05,349
776,2016-03-07,677199,15952211,23.4,23.7,23.4,23.6,0.2,360
777,2016-03-08,812682,19251635,23.8,23.9,23.4,23.7,0.1,421
778,2016-03-09,966709,23029316,23.7,23.95,23.55,23.95,0.25,378
779,2016-03-10,1600356,38531355,24.0,24.25,23.95,24.25,0.3,572
780,2016-03-11,2140560,52122897,24.2,24.5,24.05,24.45,0.2,866
781,2016-03-14,4125540,102856235,24.6,25.3,24.5,25.25,0.8,1346
782,2016-03-15,9036300,232399930,25.9,26.2,24.8,25.5,0.25,2846
783,2016-03-16,2313697,58594855,25.55,25.8,25.0,25.5,0.0,971
784,2016-03-17,1952775,49532025,25.4,25.8,25.0,25.05,-0.45,758
785,2016-03-18,1106320,27829675,25.15,25.35,25.0,25.25,0.2,570
786,2016-03-21,797413,20109608,25.3,25.45,25.0,25.2,-0.05,338
787,2016-03-22,1067921,27146580,25.4,25.6,25.25,25.4,0.2,523
788,2016-03-23,3478339,90185532,25.7,26.4,25.65,25.65,0.25,1383
789,2016-03-24,1412719,36128329,25.6,25.8,25.35,25.55,-0.1,763
790,2016-03-25,929673,23816079,25.7,25.85,25.45,25.5,-0.05,442
791,2016-03-28,764594,19424946,25.6,25.6,25.25,25.25,-0.25,507
792,2016-03-29,1408813,35101975,25.25,25.25,24.65,24.85,-0.4,733
793,2016-03-30,1275847,31491707,24.85,25.0,24.55,24.6,-0.25,626
794,2016-03-31,679067,16832374,24.6,24.95,24.6,24.8,0.2,418
795,2016-04-01,837802,20930752,24.9,25.4,24.75,25.35,0.55,513
796,2016-04-06,3076918,78811370,25.2,26.4,24.8,26.3,0.95,1269
797,2016-04-07,2238815,58457572,26.5,26.5,25.85,25.85,-0.45,1085
798,2016-04-08,1091738,28234598,25.85,26.1,25.7,25.9,0.05,593
799,2016-04-11,3265473,85327048,26.05,26.45,25.9,26.15,0.25,1244
800,2016-04-12,1524005,39458652,26.3,26.4,25.6,25.6,-0.55,816
801,2016-04-13,782209,20181584,25.8,25.95,25.65,25.75,0.15,476
802,2016-04-14,4697819,124503291,25.95,27.0,25.9,26.7,0.95,1821
803,2016-04-15,8490494,233784319,26.9,28.2,26.9,27.5,0.8,3569
804,2016-04-18,4194938,117026459,27.5,28.2,27.25,27.85,0.35,1858
805,2016-04-19,6244125,176323246,28.3,28.75,27.8,27.8,-0.05,2480
806,2016-04-20,2529499,70172806,28.0,28.1,27.55,27.6,-0.2,1338
807,2016-04-21,3302160,92246450,27.95,28.4,27.5,28.0,0.4,1643
808,2016-04-22,3704904,104288737,27.8,28.4,27.75,28.25,0.25,2122
809,2016-04-25,1171689,32727455,28.05,28.15,27.8,27.9,-0.35,607
810,2016-04-26,3835260,108906980,28.5,28.8,28.15,28.15,0.25,1752
811,2016-04-27,3443805,97975561,28.0,28.6,27.9,28.55,0.4,1500
812,2016-04-28,2678449,75366172,28.65,28.7,27.7,28.1,-0.45,1191
813,2016-04-29,1293652,36062935,27.85,28.1,27.8,27.95,-0.15,689
814,2016-05-03,734807,20533607,28.05,28.15,27.8,27.85,-0.1,366
815,2016-05-04,2744277,74953206,27.8,27.8,27.0,27.1,-0.75,1261
816,2016-05-05,1543744,42149182,27.1,27.6,27.05,27.5,0.4,639
817,2016-05-06,1951519,54686248,27.6,28.4,27.55,27.95,0.45,934
818,2016-05-09,1190248,33116797,27.95,28.2,27.55,27.65,-0.3,546
819,2016-05-10,2350412,66225212,27.7,28.4,27.55,28.35,0.7,1048
820,2016-05-11,5630186,161710553,28.45,29.0,28.35,28.7,0.35,1938
821,2016-05-12,4658698,135637699,28.65,29.4,28.65,28.95,0.25,1992
822,2016-05-13,3734414,106971748,29.0,29.4,28.0,28.4,-0.55,1802
823,2016-05-16,2398174,68478357,28.1,29.0,27.8,28.7,0.3,1188
824,2016-05-17,4657536,132802406,28.75,29.05,28.05,28.35,-0.35,2291
825,2016-05-18,5395221,153173292,27.9,29.0,27.55,29.0,0.65,2596
826,2016-05-19,3946455,112319380,28.6,28.85,28.1,28.55,-0.45,2173
827,2016-05-20,1597443,45466372,28.5,28.7,28.3,28.55,0.0,1091
828,2016-05-23,2023645,57813000,28.4,28.8,28.2,28.55,0.0,1002
829,2016-05-24,1502208,43003440,28.5,28.85,28.4,28.75,0.2,698
830,2016-05-25,8403165,251358427,28.9,30.7,28.9,30.3,1.55,3563
831,2016-05-26,7707037,241637766,30.6,32.05,30.5,31.45,1.15,3599
832,2016-05-27,4273533,135036207,31.6,32.1,31.05,32.0,0.55,1971
833,2016-05-30,2725676,87616236,32.05,32.5,31.8,32.2,0.2,1212
834,2016-05-31,2582421,82748544,32.2,32.45,31.75,32.0,-0.2,998
835,2016-06-01,1978396,63408135,31.75,32.2,31.6,32.05,0.05,1067
836,2016-06-02,5062878,166882566,32.35,33.45,32.25,33.0,0.95,2116
837,2016-06-03,1583080,51992298,32.55,33.1,32.55,32.9,-0.1,715
838,2016-06-04,640750,21111815,32.9,33.15,32.8,32.85,-0.05,341
839,2016-06-06,1571118,51632490,33.15,33.45,32.55,32.8,-0.05,748
840,2016-06-07,1899946,62111084,32.85,33.1,32.35,32.7,-0.1,760
841,2016-06-08,1852245,60625612,32.7,33.25,32.4,32.7,0.0,935
842,2016-06-13,1488447,47625425,32.35,32.4,31.7,31.85,-0.85,739
843,2016-06-14,1390175,44410966,31.7,32.15,31.65,31.95,0.1,655
844,2016-06-15,5363769,179646790,32.15,34.4,31.8,34.25,2.3,2752
845,2016-06-16,5181859,179446877,34.25,35.25,34.05,34.35,0.1,2535
846,2016-06-17,4095158,143253534,34.6,35.3,34.6,35.0,0.65,1818
847,2016-06-20,6584853,242537449,35.5,38.0,35.5,37.15,2.15,3280
848,2016-06-21,7822476,298998877,37.3,39.0,37.3,39.0,1.85,3887
849,2016-06-22,6673710,253773830,39.0,39.1,37.45,37.75,-1.25,3446
850,2016-06-23,4662753,178506443,38.0,38.8,37.7,37.7,-0.05,2438
851,2016-06-24,6020147,221324106,37.5,37.7,36.0,36.8,-0.9,3096
852,2016-06-27,4469168,169882096,37.7,38.95,37.15,38.2,1.4,2142
853,2016-06-28,2733513,103504603,37.85,38.2,37.5,38.0,-0.2,1610
854,2016-06-29,2962207,113119351,38.5,38.8,37.8,37.9,-0.1,1472
855,2016-06-30,3663973,138217879,38.2,38.3,37.0,37.15,-0.75,1679
856,2016-07-01,5483538,210117962,37.4,38.75,37.35,38.75,1.6,2247
857,2016-07-04,8883098,358740868,39.0,41.35,38.9,41.35,2.6,4090
858,2016-07-05,8753140,344943520,39.7,40.45,38.3,38.3,0.0,4222
859,2016-07-06,2852963,106806103,37.95,38.0,37.1,37.3,-1.0,1616
860,2016-07-07,2840545,107641330,37.95,38.3,37.55,37.55,0.25,1413
861,2016-07-11,2265685,84629903,37.8,37.9,37.2,37.2,-0.35,1093
862,2016-07-12,1846781,69283781,37.0,37.9,36.9,37.65,0.45,988
863,2016-07-13,2886572,107575638,38.0,38.0,36.95,37.15,-0.5,1382
864,2016-07-14,4002718,147022732,37.0,37.3,36.4,36.4,-0.75,1768
865,2016-07-15,4219819,152355984,36.4,36.6,35.6,36.15,-0.25,2128
866,2016-07-18,2499362,90012082,36.0,36.35,35.7,36.0,-0.15,1202
867,2016-07-19,2315027,84055266,36.0,36.75,35.75,36.3,0.3,1402
868,2016-07-20,2308516,84028272,36.3,36.8,35.9,36.4,0.1,1035
869,2016-07-21,1803760,66051380,36.5,36.8,36.45,36.5,0.1,719
870,2016-07-22,4031979,143974647,36.5,36.5,35.35,35.35,-1.15,1901
871,2016-07-25,5055622,175682125,35.35,35.6,34.3,34.55,-0.8,2048
872,2016-07-26,4250936,150453946,34.55,36.35,34.35,36.2,1.65,1988
873,2016-07-27,6683269,249860300,36.8,37.95,36.65,37.65,1.45,3320
874,2016-07-28,3198178,119668871,37.8,37.9,36.5,37.25,-0.4,1671
875,2016-07-29,2254924,84193888,37.25,37.9,36.9,37.0,-0.25,1166
876,2016-08-01,1617556,60292941,37.15,37.7,36.95,37.35,0.35,826
877,2016-08-02,8005615,307254059,38.5,38.8,37.8,38.7,1.35,3725
878,2016-08-03,2915432,111609346,38.5,38.5,38.0,38.3,-0.4,1489
879,2016-08-04,3318523,128094280,38.85,38.9,38.35,38.6,0.3,1772
880,2016-08-05,3824121,148635407,39.0,39.1,38.6,38.65,0.05,1924
881,2016-08-08,3125088,119140656,38.8,38.9,37.8,38.0,-0.65,1524
882,2016-08-09,1728589,65717601,38.0,38.45,37.7,37.8,-0.2,1076
883,2016-08-10,1511459,57599307,38.1,38.3,37.8,38.3,0.5,783
884,2016-08-11,7170378,282480933,38.6,40.2,38.35,39.35,1.05,3731
885,2016-08-12,2586303,101819257,39.8,39.8,38.95,39.5,0.15,1400
886,2016-08-15,2043377,79948503,39.5,39.7,38.95,39.2,-0.3,960
887,2016-08-16,1522488,59309074,39.25,39.35,38.7,38.9,-0.3,809
888,2016-08-17,2664472,104109703,39.0,39.4,38.5,38.9,0.0,1556
889,2016-08-18,1313010,51087174,38.9,39.1,38.7,38.95,0.05,843
890,2016-08-19,1432280,55762248,39.0,39.3,38.65,38.85,-0.1,691
891,2016-08-22,2290742,87382846,38.55,38.6,37.95,38.0,-0.85,1088
892,2016-08-23,3922755,151921253,37.85,39.3,37.6,39.0,1.0,1847
893,2016-08-24,1519162,59396329,39.3,39.4,38.8,39.1,0.1,739
894,2016-08-25,1504191,58670540,39.0,39.3,38.6,38.95,-0.15,697
895,2016-08-26,923208,35827111,38.95,39.0,38.65,38.95,0.0,500
896,2016-08-29,1234388,47490563,38.95,38.95,38.15,38.4,-0.55,663
897,2016-08-30,666718,25561089,38.6,38.6,38.1,38.4,0.0,452
898,2016-08-31,2061105,80074432,38.4,39.3,38.1,38.9,0.5,854
899,2016-09-01,1650471,64371290,39.05,39.25,38.6,39.1,0.2,842
900,2016-09-02,1516367,59193862,39.2,39.5,38.7,38.95,-0.15,764
901,2016-09-05,1310119,51155005,39.0,39.25,38.85,38.85,-0.1,562
902,2016-09-06,2063424,79232635,38.6,38.75,38.05,38.55,-0.3,1028
903,2016-09-07,1011210,39031991,38.8,38.8,38.5,38.55,0.0,691
904,2016-09-08,882536,33901699,38.45,38.65,38.15,38.55,0.0,645
905,2016-09-09,842797,32258441,38.4,38.4,38.15,38.4,-0.15,486
906,2016-09-10,1395766,54041397,38.0,39.2,37.9,38.9,0.5,808
907,2016-09-12,897576,34823261,39.1,39.15,38.6,38.85,-0.05,490
908,2016-09-13,964402,37086520,39.0,39.0,38.25,38.25,-0.6,525
909,2016-09-14,4022081,150156108,38.15,38.25,36.95,37.3,-0.95,2094
910,2016-09-19,1155300,43384053,37.2,37.8,37.15,37.45,0.15,659
911,2016-09-20,1253424,46758194,37.0,37.8,37.0,37.65,0.2,768
912,2016-09-21,573130,21634604,37.65,37.95,37.4,37.8,0.15,426
913,2016-09-22,1246667,47692043,37.85,38.65,37.8,38.2,0.4,794
914,2016-09-23,848829,32329752,38.3,38.4,37.8,38.15,-0.05,510
915,2016-09-26,444570,16829025,38.0,38.0,37.75,37.8,-0.35,395
916,2016-09-29,616007,23356658,38.0,38.1,37.75,38.0,0.2,456
917,2016-09-30,695877,26149863,37.8,37.9,37.4,37.75,-0.25,408
918,2016-10-03,661782,25067415,37.8,38.05,37.75,37.85,0.1,458
919,2016-10-04,331637,12542069,37.5,37.95,37.5,37.85,0.0,213
920,2016-10-05,496941,18704877,37.7,37.8,37.55,37.55,-0.3,360
921,2016-10-06,360365,13573152,37.55,37.85,37.55,37.7,0.15,299
922,2016-10-07,577231,21701888,37.55,37.7,37.5,37.6,-0.1,329
923,2016-10-11,843014,31719622,37.6,38.1,37.25,37.9,0.3,547
924,2016-10-12,518728,19715214,37.6,38.2,37.6,38.0,0.1,319
925,2016-10-13,3304656,128104834,38.0,39.2,37.85,39.2,1.2,1744
926,2016-10-14,10001001,408545798,39.7,41.8,39.5,41.45,2.25,5273
927,2016-10-17,10674148,462697808,41.7,44.9,41.65,44.6,3.15,5612
928,2016-10-18,7709919,343003523,44.85,45.0,43.5,44.9,0.3,3975
929,2016-10-19,9008607,418642061,44.95,47.75,44.2,47.0,2.1,5119
930,2016-10-20,4290556,199820479,46.75,47.35,46.0,46.4,-0.6,2468
931,2016-10-21,4084676,190391682,46.1,47.1,46.0,46.55,0.15,2099
932,2016-10-24,5381218,254112894,47.0,48.5,46.05,46.05,-0.5,3143
933,2016-10-25,4335704,197443701,46.0,46.6,44.6,46.2,0.15,2424
934,2016-10-26,2336556,108297080,46.55,46.9,45.85,46.45,0.25,1359
935,2016-10-27,2071204,95968075,46.5,46.75,45.7,46.65,0.2,1347
936,2016-10-28,13081007,628413537,47.5,49.8,46.05,46.05,-0.6,7664
937,2016-10-31,5387259,242995721,45.7,45.7,44.7,44.95,-1.1,3017
938,2016-11-01,2413007,108889415,44.55,45.5,44.5,45.0,0.05,1512
939,2016-11-02,3027295,133589121,44.65,44.65,43.8,43.8,-1.2,1956
940,2016-11-03,3668012,158266000,43.75,44.25,42.5,42.95,-0.85,2053
941,2016-11-04,2153327,92710749,42.7,43.5,42.7,42.85,-0.1,1358
942,2016-11-07,5106261,228511121,43.6,45.9,43.35,45.3,2.45,2925
943,2016-11-08,3552998,160949998,45.45,45.95,44.8,45.1,-0.2,2011
944,2016-11-09,3474812,152802133,45.1,45.35,43.5,43.9,-1.2,2029
945,2016-11-10,2697084,120552496,44.8,45.2,44.05,44.3,0.4,1604
946,2016-11-11,2669629,118031247,44.45,44.6,43.7,44.4,0.1,1850
947,2016-11-14,2646646,115249645,44.3,44.3,42.9,43.85,-0.55,1503
948,2016-11-15,2512587,110854179,44.4,44.6,43.7,43.85,0.0,1699
949,2016-11-16,1644987,72848068,44.15,44.5,44.15,44.15,0.3,968
950,2016-11-17,1050922,46387810,44.4,44.45,43.75,44.1,-0.05,744
951,2016-11-18,2056231,90136872,44.3,44.4,43.6,43.65,-0.45,1382
952,2016-11-21,947154,41370876,43.2,43.95,43.2,43.95,0.3,701
953,2016-11-22,9396197,435902312,44.2,47.45,44.2,47.3,3.35,5077
954,2016-11-23,9053125,429552625,47.3,48.5,46.4,47.3,0.0,5431
955,2016-11-24,2572038,121443814,47.5,47.75,46.8,46.8,-0.5,1489
956,2016-11-25,2023899,93855622,46.7,47.2,46.0,46.2,-0.6,1254
957,2016-11-28,2083112,96312555,46.05,46.6,46.0,46.1,-0.1,1175
958,2016-11-29,1624614,75094369,46.0,46.55,45.65,46.35,0.25,1207
959,2016-11-30,4032448,185319760,46.2,46.35,45.65,45.9,-0.45,1503
960,2016-12-01,1700137,78032737,45.95,46.3,45.7,45.75,-0.15,973
961,2016-12-02,2212235,99952689,45.6,45.6,45.0,45.1,-0.65,1188
962,2016-12-05,1345210,59824175,45.0,45.0,44.2,44.35,-0.75,836
963,2016-12-06,2103885,95978583,44.5,46.0,44.5,45.85,1.5,1432
964,2016-12-07,1561318,71826654,46.1,46.35,45.65,45.95,0.1,1019
965,2016-12-08,995997,45641402,46.35,46.35,45.5,45.7,-0.25,638
966,2016-12-09,2034558,94251415,46.2,46.55,46.0,46.25,0.55,1166
967,2016-12-12,1068537,48925552,46.45,46.45,45.5,45.65,-0.6,741
968,2016-12-13,1294301,58596677,45.55,45.55,45.15,45.15,-0.5,804
969,2016-12-14,669725,30370418,45.5,45.6,45.15,45.15,0.0,442
970,2016-12-15,799598,35974185,45.15,45.3,44.65,45.15,0.0,570
971,2016-12-16,1106484,49575597,45.05,45.05,44.75,44.75,-0.4,662
972,2016-12-19,1386199,62935336,44.8,46.2,44.5,45.2,0.45,841
973,2016-12-20,1357574,62063972,45.2,45.95,45.0,45.65,0.45,742
974,2016-12-21,1354018,61407710,45.85,46.05,44.8,45.0,-0.65,787
975,2016-12-22,1070102,47899855,44.9,45.1,44.6,44.7,-0.3,671
976,2016-12-23,1316610,58639843,44.6,44.8,44.4,44.55,-0.15,863
977,2016-12-26,873943,38721064,44.75,44.9,44.15,44.3,-0.25,559
978,2016-12-27,1546084,68650398,44.55,45.0,44.05,44.2,-0.1,901
979,2016-12-28,1052305,46636118,44.2,44.6,44.1,44.35,0.15,681
980,2016-12-29,694622,30908103,44.35,44.65,44.35,44.55,0.2,557
981,2016-12-30,1461651,65605837,44.75,45.2,44.65,44.85,0.3,927
982,2017-01-03,2947063,135872903,45.0,46.6,45.0,46.25,1.4,1900
983,2017-01-04,6603724,315457701,46.7,48.5,46.5,47.75,1.5,3986
984,2017-01-05,3723584,178366341,48.2,48.3,47.15,47.85,0.1,2151
985,2017-01-06,2805492,135111916,48.25,48.5,47.8,48.0,0.15,1367
986,2017-01-09,2176546,104020223,48.0,48.45,47.25,47.6,-0.4,1207
987,2017-01-10,2317943,109030213,47.5,47.8,46.55,46.95,-0.65,1358
988,2017-01-11,2758329,131746388,47.7,48.35,47.35,47.4,0.45,1602
989,2017-01-12,2225226,106511036,47.9,48.3,47.55,47.55,0.15,1138
990,2017-01-13,979522,46679104,47.95,47.95,47.5,47.7,0.15,684
991,2017-01-16,1326748,62533511,47.6,47.65,46.9,47.0,-0.7,843
992,2017-01-17,1126468,53009496,47.45,47.5,46.85,47.0,0.0,750
993,2017-01-18,11256776,550013655,47.3,49.7,47.25,49.25,2.25,4748
994,2017-01-19,5419256,259322507,49.0,49.0,47.45,47.5,-1.75,3092
995,2017-01-20,5452705,254367893,47.5,47.75,46.4,46.5,-1.0,2862
996,2017-01-23,1580874,74076398,46.95,47.05,46.6,47.0,0.5,882
997,2017-01-24,2453068,114277018,47.0,47.2,46.4,46.5,-0.5,1452
998,2017-02-02,990918,46123114,46.6,46.75,46.3,46.6,0.1,636
999,2017-02-03,1379505,64772477,46.65,47.35,46.4,47.2,0.6,934
1000,2017-02-06,1167753,55061791,47.35,47.4,46.85,47.0,-0.2,680
1001,2017-02-07,3034865,144868262,47.0,48.15,46.85,48.0,1.0,1988
1002,2017-02-08,1868172,89587455,48.0,48.5,47.4,47.65,-0.35,1122
1003,2017-02-09,1253757,59766226,47.65,48.1,47.4,47.55,-0.1,797
1004,2017-02-10,1400888,67028944,48.05,48.15,47.65,47.7,0.15,779
1005,2017-02-13,5292491,246000236,47.5,47.5,46.2,46.25,-1.45,2936
1006,2017-02-14,3740680,171455623,45.85,46.5,44.9,46.3,0.05,2212
1007,2017-02-15,2545761,118983031,46.3,47.2,46.0,47.2,0.9,1392
1008,2017-02-16,2497583,116639286,47.5,47.6,46.1,46.4,-0.8,1486
1009,2017-02-17,1980740,92710388,47.2,47.2,46.5,46.9,0.5,1391
1010,2017-02-18,1510487,71391401,46.9,47.6,46.9,47.25,0.35,640
1011,2017-02-20,1270229,59572280,47.35,47.5,46.65,46.8,-0.45,613
1012,2017-02-21,563024,26348708,46.3,46.95,46.3,46.9,0.1,344
1013,2017-02-22,763854,35929763,46.9,47.2,46.8,47.05,0.15,461
1014,2017-02-23,762213,35815098,47.35,47.35,46.8,46.8,-0.25,432
1015,2017-02-24,4909187,235723839,47.3,48.5,47.2,48.3,1.5,2627
1016,2017-03-01,2822190,137337094,49.0,49.2,47.9,47.95,-0.35,1639
1017,2017-03-02,9195475,458463746,48.2,51.9,48.2,49.45,1.5,4684
1018,2017-03-03,7181990,361934258,49.65,51.3,49.5,51.2,1.75,3470
1019,2017-03-06,12605978,679066853,52.0,55.6,51.4,54.4,3.2,6597
1020,2017-03-07,5716563,310729423,53.7,55.4,53.5,54.0,-0.4,3267
1021,2017-03-08,2504540,135180243,54.5,54.8,53.4,53.9,-0.1,1501
1022,2017-03-09,3787937,204585647,54.0,55.3,52.9,53.7,-0.2,2249
1023,2017-03-10,2888157,155765223,53.3,54.7,53.0,54.1,0.4,1630
1024,2017-03-13,4324056,236346904,54.0,55.4,53.9,54.6,0.5,2189
1025,2017-03-14,10158076,561395305,57.0,57.6,53.6,53.8,-0.8,4908
1026,2017-03-15,3328398,177765509,53.9,54.2,52.9,53.0,-0.8,1845
1027,2017-03-16,2711775,145569204,54.0,54.5,53.2,53.5,0.5,1525
1028,2017-03-17,6253255,333790807,53.4,53.6,52.7,53.5,0.0,1359
1029,2017-03-20,1492527,80060756,53.7,54.0,53.3,53.3,-0.2,1096
1030,2017-03-21,1410641,75369836,53.3,53.8,53.3,53.3,0.0,926
1031,2017-03-22,917936,49297839,53.2,54.1,53.1,53.7,0.4,687
1032,2017-03-23,1086617,58589877,53.7,54.4,53.4,54.0,0.3,739
1033,2017-03-24,3185420,174292371,54.0,55.3,53.7,55.0,1.0,1578
1034,2017-03-27,3832582,206068976,55.0,55.0,53.1,53.1,-1.9,1826
1035,2017-03-28,1802001,96094937,53.5,54.0,53.0,53.5,0.4,901
1036,2017-03-29,1114547,60201738,53.9,54.4,53.5,54.4,0.9,675
1037,2017-03-30,955017,51772118,54.8,54.8,53.8,54.2,-0.2,618
1038,2017-03-31,1329266,71909191,54.1,54.6,53.6,54.2,0.0,768
1039,2017-04-05,1229161,67039992,54.9,54.9,54.2,54.4,0.2,833
1040,2017-04-06,2511793,138398415,54.5,55.5,54.5,55.0,0.6,1425
1041,2017-04-07,2810345,154889692,55.3,55.5,54.8,55.5,0.5,1297
1042,2017-04-10,1202428,66625140,56.0,56.1,55.0,55.1,-0.4,864
1043,2017-04-11,1153953,63502071,55.1,55.4,54.8,54.8,-0.3,618
1044,2017-04-12,1475391,81794847,55.3,56.2,55.0,55.4,0.6,1125
1045,2017-04-13,1797968,99115107,55.3,55.5,54.9,55.0,-0.4,1282
1046,2017-04-14,1642362,90538211,55.0,55.5,54.7,55.1,0.1,826
1047,2017-04-17,1930126,107254077,55.2,56.0,55.0,55.9,0.8,1098
1048,2017-04-18,10791552,628002501,56.2,59.8,56.1,57.3,1.4,5442
1049,2017-04-19,4159436,234831449,57.3,57.6,55.8,55.8,-1.5,2340
1050,2017-04-20,1836652,102422742,55.6,56.4,55.0,55.7,-0.1,880
1051,2017-04-21,1705993,95774397,56.4,56.6,55.8,55.8,0.1,838
1052,2017-04-24,1946581,106967455,55.3,55.4,54.2,55.0,-0.8,924
1053,2017-04-25,2683136,149037980,55.4,56.5,55.0,55.1,0.1,1116
1054,2017-04-26,839285,46790838,55.3,56.0,55.3,55.9,0.8,543
1055,2017-04-27,3357611,190626526,56.2,57.5,55.7,55.7,-0.2,1512
1056,2017-04-28,1293608,72992704,56.0,56.9,55.8,56.9,1.2,745
1057,2017-05-02,2029889,116780662,57.1,58.5,57.0,58.3,1.4,1094
1058,2017-05-03,7839997,454471529,59.5,59.9,56.7,56.8,-1.5,3558
1059,2017-05-04,2478377,142020366,56.7,58.1,56.5,57.5,0.7,1182
1060,2017-05-05,1174069,67577663,57.5,57.8,57.1,57.7,0.2,668
1061,2017-05-08,1689798,98053184,57.7,58.3,57.7,58.2,0.5,916
1062,2017-05-09,1287246,74672634,58.3,58.4,57.7,57.9,-0.3,683
1063,2017-05-10,1643904,96160532,57.5,58.9,57.5,58.5,0.6,1030
1064,2017-05-11,1669722,97236883,58.8,58.8,58.0,58.3,-0.2,920
1065,2017-05-12,1345109,78084622,58.5,58.5,57.9,57.9,-0.4,763
1066,2017-05-15,1246662,72072023,57.8,58.1,57.6,57.9,0.0,647
1067,2017-05-16,2678659,153822020,58.0,58.1,57.2,57.3,-0.6,1119
